Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1, , .1,Attend.,Notes
"Sat, Jan 27, 2018",7:30 pm,Charlotte Hornets,91,Miami Heat,95,Box Score,,19600.0,
"Sat, Jan 27, 2018",9:00 pm,Brooklyn Nets,97,Minnesota Timberwolves,111,Box Score,,16231.0,
"Sun, Jan 28, 2018",3:30 pm,Milwaukee Bucks,110,Chicago Bulls,96,Box Score,,21630.0,
"Sun, Jan 28, 2018",6:00 pm,Detroit Pistons,104,Cleveland Cavaliers,121,Box Score,,20562.0,
"Sun, Jan 28, 2018",3:30 pm,Phoenix Suns,102,Houston Rockets,113,Box Score,,18055.0,
"Sun, Jan 28, 2018",4:00 pm,Los Angeles Clippers,112,New Orleans Pelicans,103,Box Score,,16378.0,
"Sun, Jan 28, 2018",6:00 pm,Philadelphia 76ers,112,Oklahoma City Thunder,122,Box Score,,18202.0,
"Sun, Jan 28, 2018",7:00 pm,Sacramento Kings,98,San Antonio Spurs,113,Box Score,,18418.0,
"Sun, Jan 28, 2018",6:00 pm,Los Angeles Lakers,111,Toronto Raptors,123,Box Score,,19800.0,
"Mon, Jan 29, 2018",7:30 pm,Minnesota Timberwolves,100,Atlanta Hawks,105,Box Score,,12589.0,
"Mon, Jan 29, 2018",8:30 pm,Miami Heat,95,Dallas Mavericks,88,Box Score,,19555.0,
"Mon, Jan 29, 2018",9:00 pm,Boston Celtics,111,Denver Nuggets,110,Box Score,,19520.0,
"Mon, Jan 29, 2018",7:00 pm,Charlotte Hornets,96,Indiana Pacers,105,Box Score,,14225.0,
"Mon, Jan 29, 2018",8:00 pm,Phoenix Suns,109,Memphis Grizzlies,120,Box Score,,13202.0,
"Mon, Jan 29, 2018",8:00 pm,Philadelphia 76ers,95,Milwaukee Bucks,107,Box Score,,14126.0,
"Tue, Jan 30, 2018",8:00 pm,Cleveland Cavaliers,114,Detroit Pistons,125,Box Score,,18508.0,
"Tue, Jan 30, 2018",8:00 pm,Orlando Magic,107,Houston Rockets,114,Box Score,,18055.0,
"Tue, Jan 30, 2018",10:30 pm,Portland Trail Blazers,104,Los Angeles Clippers,96,Box Score,,16705.0,
"Tue, Jan 30, 2018",8:00 pm,Sacramento Kings,114,New Orleans Pelicans,103,Box Score,,14292.0,
"Tue, Jan 30, 2018",7:30 pm,Brooklyn Nets,95,New York Knicks,111,Box Score,,19505.0,
"Tue, Jan 30, 2018",8:30 pm,Denver Nuggets,104,San Antonio Spurs,106,Box Score,,18418.0,
"Tue, Jan 30, 2018",7:30 pm,Minnesota Timberwolves,104,Toronto Raptors,109,Box Score,,19800.0,
"Tue, Jan 30, 2018",9:00 pm,Golden State Warriors,99,Utah Jazz,129,Box Score,,18306.0,
"Tue, Jan 30, 2018",7:00 pm,Oklahoma City Thunder,96,Washington Wizards,102,Box Score,,20356.0,
"Wed, Jan 31, 2018",7:30 pm,Charlotte Hornets,123,Atlanta Hawks,110,Box Score,,13103.0,
"Wed, Jan 31, 2018",8:00 pm,New York Knicks,73,Boston Celtics,103,Box Score,,18624.0,
"Wed, Jan 31, 2018",7:30 pm,Philadelphia 76ers,108,Brooklyn Nets,116,Box Score,,15577.0,
"Wed, Jan 31, 2018",7:30 pm,Miami Heat,89,Cleveland Cavaliers,91,Box Score,,20562.0,
"Wed, Jan 31, 2018",7:00 pm,Memphis Grizzlies,101,Indiana Pacers,105,Box Score,,15093.0,
"Wed, Jan 31, 2018",7:00 pm,Los Angeles Lakers,105,Orlando Magic,127,Box Score,,18553.0,
"Wed, Jan 31, 2018",10:30 pm,Dallas Mavericks,88,Phoenix Suns,102,Box Score,,15923.0,
"Wed, Jan 31, 2018",10:00 pm,Chicago Bulls,108,Portland Trail Blazers,124,Box Score,,19422.0,
"Thu, Feb 1, 2018",10:30 pm,Oklahoma City Thunder,124,Denver Nuggets,127,Box Score,,18407.0,
"Thu, Feb 1, 2018",7:00 pm,Memphis Grizzlies,102,Detroit Pistons,104,Box Score,,17481.0,
"Thu, Feb 1, 2018",8:00 pm,Milwaukee Bucks,89,Minnesota Timberwolves,108,Box Score,,17199.0,
"Thu, Feb 1, 2018",8:00 pm,Houston Rockets,102,San Antonio Spurs,91,Box Score,,18418.0,
"Thu, Feb 1, 2018",7:00 pm,Toronto Raptors,119,Washington Wizards,122,Box Score,,15599.0,
"Fri, Feb 2, 2018",7:30 pm,Atlanta Hawks,110,Boston Celtics,119,Box Score,,18624.0,
"Fri, Feb 2, 2018",7:30 pm,Los Angeles Lakers,102,Brooklyn Nets,99,Box Score,,17732.0,
"Fri, Feb 2, 2018",7:00 pm,Indiana Pacers,126,Charlotte Hornets,133,Box Score,,17135.0,
"Fri, Feb 2, 2018",8:00 pm,New York Knicks,90,Milwaukee Bucks,92,Box Score,,18717.0,
"Fri, Feb 2, 2018",9:00 pm,New Orleans Pelicans,114,Oklahoma City Thunder,100,Box Score,,18203.0,
"Fri, Feb 2, 2018",8:00 pm,Miami Heat,97,Philadelphia 76ers,103,Box Score,,20636.0,
"Fri, Feb 2, 2018",9:00 pm,Utah Jazz,129,Phoenix Suns,97,Box Score,,16560.0,
"Fri, Feb 2, 2018",10:30 pm,Golden State Warriors,119,Sacramento Kings,104,Box Score,,17583.0,
"Fri, Feb 2, 2018",7:30 pm,Portland Trail Blazers,105,Toronto Raptors,130,Box Score,,19800.0,
"Sat, Feb 3, 2018",8:30 pm,Houston Rockets,120,Cleveland Cavaliers,88,Box Score,,20562.0,
"Sat, Feb 3, 2018",9:00 pm,Golden State Warriors,108,Denver Nuggets,115,Box Score,,20103.0,
"Sat, Feb 3, 2018",7:00 pm,Miami Heat,107,Detroit Pistons,111,Box Score,,18747.0,
"Sat, Feb 3, 2018",7:00 pm,Philadelphia 76ers,92,Indiana Pacers,100,Box Score,,17923.0,
"Sat, Feb 3, 2018",3:30 pm,Chicago Bulls,103,Los Angeles Clippers,113,Box Score,,19068.0,
"Sat, Feb 3, 2018",9:00 pm,New Orleans Pelicans,107,Minnesota Timberwolves,118,Box Score,,17954.0,
"Sat, Feb 3, 2018",7:00 pm,Washington Wizards,115,Orlando Magic,98,Box Score,,18846.0,
"Sat, Feb 3, 2018",10:00 pm,Dallas Mavericks,106,Sacramento Kings,99,Box Score,,17583.0,
"Sat, Feb 3, 2018",9:00 pm,Utah Jazz,120,San Antonio Spurs,111,Box Score,,18418.0,
"Sun, Feb 4, 2018",12:00 pm,Portland Trail Blazers,96,Boston Celtics,97,Box Score,,18624.0,
"Sun, Feb 4, 2018",12:00 pm,Milwaukee Bucks,109,Brooklyn Nets,94,Box Score,,14392.0,
"Sun, Feb 4, 2018",12:00 pm,Atlanta Hawks,99,New York Knicks,96,Box Score,,19441.0,
"Sun, Feb 4, 2018",2:00 pm,Los Angeles Lakers,108,Oklahoma City Thunder,104,Box Score,,18203.0,
"Sun, Feb 4, 2018",3:00 pm,Charlotte Hornets,115,Phoenix Suns,110,Box Score,,14487.0,
"Sun, Feb 4, 2018",12:00 pm,Memphis Grizzlies,86,Toronto Raptors,101,Box Score,,19800.0,
"Mon, Feb 5, 2018",9:00 pm,Charlotte Hornets,104,Denver Nuggets,121,Box Score,,14410.0,
"Mon, Feb 5, 2018",7:00 pm,Portland Trail Blazers,91,Detroit Pistons,111,Box Score,,13810.0,
"Mon, Feb 5, 2018",7:00 pm,Washington Wizards,111,Indiana Pacers,102,Box Score,,13169.0,
"Mon, Feb 5, 2018",10:30 pm,Dallas Mavericks,101,Los Angeles Clippers,104,Box Score,,15127.0,
"Mon, Feb 5, 2018",7:30 pm,Orlando Magic,111,Miami Heat,109,Box Score,,19600.0,
"Mon, Feb 5, 2018",8:00 pm,Utah Jazz,133,New Orleans Pelicans,109,Box Score,,14293.0,
"Mon, Feb 5, 2018",10:00 pm,Chicago Bulls,98,Sacramento Kings,104,Box Score,,17583.0,
"Tue, Feb 6, 2018",7:30 pm,Memphis Grizzlies,82,Atlanta Hawks,108,Box Score,,11866.0,
"Tue, Feb 6, 2018",7:30 pm,Houston Rockets,123,Brooklyn Nets,113,Box Score,,15064.0,
"Tue, Feb 6, 2018",10:30 pm,Oklahoma City Thunder,125,Golden State Warriors,105,Box Score,,19596.0,
"Tue, Feb 6, 2018",10:30 pm,Phoenix Suns,93,Los Angeles Lakers,112,Box Score,,18997.0,
"Tue, Feb 6, 2018",7:30 pm,Milwaukee Bucks,103,New York Knicks,89,Box Score,,19812.0,
"Tue, Feb 6, 2018",7:00 pm,Cleveland Cavaliers,98,Orlando Magic,116,Box Score,,18846.0,
"Tue, Feb 6, 2018",8:00 pm,Washington Wizards,102,Philadelphia 76ers,115,Box Score,,20530.0,
"Tue, Feb 6, 2018",7:30 pm,Boston Celtics,91,Toronto Raptors,111,Box Score,,20017.0,
"Wed, Feb 7, 2018",8:00 pm,Minnesota Timberwolves,138,Cleveland Cavaliers,140,Box Score,OT,20562.0,
"Wed, Feb 7, 2018",7:00 pm,Brooklyn Nets,106,Detroit Pistons,115,Box Score,,15114.0,
"Wed, Feb 7, 2018",8:00 pm,Utah Jazz,92,Memphis Grizzlies,88,Box Score,,13187.0,
"Wed, Feb 7, 2018",7:30 pm,Houston Rockets,109,Miami Heat,101,Box Score,,19600.0,
"Wed, Feb 7, 2018",10:30 pm,San Antonio Spurs,129,Phoenix Suns,81,Box Score,,15993.0,
"Thu, Feb 8, 2018",10:30 pm,Dallas Mavericks,103,Golden State Warriors,121,Box Score,,19596.0,
"Thu, Feb 8, 2018",10:30 pm,Oklahoma City Thunder,81,Los Angeles Lakers,106,Box Score,,18997.0,
"Thu, Feb 8, 2018",7:00 pm,Atlanta Hawks,98,Orlando Magic,100,Box Score,,16215.0,
"Thu, Feb 8, 2018",10:00 pm,Charlotte Hornets,103,Portland Trail Blazers,109,Box Score,OT,19178.0,
"Thu, Feb 8, 2018",7:30 pm,New York Knicks,88,Toronto Raptors,113,Box Score,,19800.0,
"Thu, Feb 8, 2018",8:00 pm,Boston Celtics,110,Washington Wizards,104,Box Score,OT,20356.0,
"Fri, Feb 9, 2018",7:30 pm,Cleveland Cavaliers,123,Atlanta Hawks,107,Box Score,,16438.0,
"Fri, Feb 9, 2018",7:30 pm,Indiana Pacers,97,Boston Celtics,91,Box Score,,18624.0,
"Fri, Feb 9, 2018",9:30 pm,Minnesota Timberwolves,113,Chicago Bulls,114,Box Score,,21558.0,
"Fri, Feb 9, 2018",7:00 pm,Los Angeles Clippers,108,Detroit Pistons,95,Box Score,,16697.0,
"Fri, Feb 9, 2018",8:00 pm,Denver Nuggets,104,Houston Rockets,130,Box Score,,18055.0,
"Fri, Feb 9, 2018",8:00 pm,Milwaukee Bucks,85,Miami Heat,91,Box Score,,20018.0,
"Fri, Feb 9, 2018",7:00 pm,New Orleans Pelicans,82,Philadelphia 76ers,100,Box Score,,20489.0,
"Fri, Feb 9, 2018",10:30 pm,Portland Trail Blazers,118,Sacramento Kings,100,Box Score,,17583.0,
"Fri, Feb 9, 2018",9:00 pm,Charlotte Hornets,94,Utah Jazz,106,Box Score,,18306.0,
"Sat, Feb 10, 2018",6:00 pm,New Orleans Pelicans,138,Brooklyn Nets,128,Box Score,2OT,16572.0,
"Sat, Feb 10, 2018",8:00 pm,Washington Wizards,101,Chicago Bulls,90,Box Score,,21112.0,
"Sat, Feb 10, 2018",8:30 pm,Los Angeles Lakers,123,Dallas Mavericks,130,Box Score,,20162.0,
"Sat, Feb 10, 2018",8:30 pm,San Antonio Spurs,105,Golden State Warriors,122,Box Score,,19596.0,
"Sat, Feb 10, 2018",7:00 pm,Milwaukee Bucks,111,Orlando Magic,104,Box Score,,18347.0,
"Sat, Feb 10, 2018",7:00 pm,Los Angeles Clippers,98,Philadelphia 76ers,112,Box Score,,20504.0,
"Sat, Feb 10, 2018",9:00 pm,Denver Nuggets,123,Phoenix Suns,113,Box Score,,16325.0,
"Sun, Feb 11, 2018",3:30 pm,Detroit Pistons,115,Atlanta Hawks,118,Box Score,,15214.0,
"Sun, Feb 11, 2018",3:30 pm,Cleveland Cavaliers,121,Boston Celtics,99,Box Score,,,
"Sun, Feb 11, 2018",1:00 pm,Toronto Raptors,123,Charlotte Hornets,103,Box Score,,18320.0,
"Sun, Feb 11, 2018",7:00 pm,Dallas Mavericks,97,Houston Rockets,104,Box Score,,18055.0,
"Sun, Feb 11, 2018",5:00 pm,New York Knicks,113,Indiana Pacers,121,Box Score,,17923.0,
"Sun, Feb 11, 2018",7:00 pm,Sacramento Kings,106,Minnesota Timberwolves,111,Box Score,,18068.0,
"Sun, Feb 11, 2018",7:00 pm,Memphis Grizzlies,92,Oklahoma City Thunder,110,Box Score,,18203.0,
"Sun, Feb 11, 2018",9:00 pm,Utah Jazz,115,Portland Trail Blazers,96,Box Score,,19730.0,
"Mon, Feb 12, 2018",7:30 pm,Los Angeles Clippers,114,Brooklyn Nets,101,Box Score,,13735.0,
"Mon, Feb 12, 2018",8:00 pm,Orlando Magic,101,Chicago Bulls,105,Box Score,,18611.0,
"Mon, Feb 12, 2018",7:00 pm,New Orleans Pelicans,118,Detroit Pistons,103,Box Score,,14453.0,
"Mon, Feb 12, 2018",10:30 pm,Phoenix Suns,83,Golden State Warriors,129,Box Score,,19596.0,
"Mon, Feb 12, 2018",7:00 pm,New York Knicks,92,Philadelphia 76ers,108,Box Score,,20589.0,
"Mon, Feb 12, 2018",9:00 pm,San Antonio Spurs,99,Utah Jazz,101,Box Score,,18306.0,
"Tue, Feb 13, 2018",8:30 pm,Sacramento Kings,114,Dallas Mavericks,109,Box Score,,19801.0,
"Tue, Feb 13, 2018",10:30 pm,San Antonio Spurs,109,Denver Nuggets,117,Box Score,,17623.0,
"Tue, Feb 13, 2018",8:00 pm,Atlanta Hawks,92,Milwaukee Bucks,97,Box Score,,14720.0,
"Tue, Feb 13, 2018",8:00 pm,Houston Rockets,126,Minnesota Timberwolves,108,Box Score,,18978.0,
"Tue, Feb 13, 2018",8:00 pm,Cleveland Cavaliers,120,Oklahoma City Thunder,112,Box Score,,18203.0,
"Tue, Feb 13, 2018",7:00 pm,Miami Heat,112,Toronto Raptors,115,Box Score,,19800.0,
"Wed, Feb 14, 2018",8:00 pm,Los Angeles Clippers,129,Boston Celtics,119,Box Score,,18624.0,
"Wed, Feb 14, 2018",7:30 pm,Indiana Pacers,108,Brooklyn Nets,103,Box Score,,13159.0,
"Wed, Feb 14, 2018",8:00 pm,Toronto Raptors,122,Chicago Bulls,98,Box Score,,21006.0,
"Wed, Feb 14, 2018",7:00 pm,Atlanta Hawks,98,Detroit Pistons,104,Box Score,,15849.0,
"Wed, Feb 14, 2018",8:00 pm,Sacramento Kings,91,Houston Rockets,100,Box Score,,18055.0,
"Wed, Feb 14, 2018",8:00 pm,Oklahoma City Thunder,121,Memphis Grizzlies,114,Box Score,,16012.0,
"Wed, Feb 14, 2018",8:00 pm,Los Angeles Lakers,117,New Orleans Pelicans,139,Box Score,,15436.0,
"Wed, Feb 14, 2018",7:30 pm,Washington Wizards,118,New York Knicks,113,Box Score,,19812.0,
"Wed, Feb 14, 2018",7:00 pm,Charlotte Hornets,104,Orlando Magic,102,Box Score,,18428.0,
"Wed, Feb 14, 2018",7:00 pm,Miami Heat,102,Philadelphia 76ers,104,Box Score,,20492.0,
"Wed, Feb 14, 2018",10:30 pm,Golden State Warriors,117,Portland Trail Blazers,123,Box Score,,19520.0,
"Wed, Feb 14, 2018",9:00 pm,Phoenix Suns,97,Utah Jazz,107,Box Score,,18306.0,
"Thu, Feb 15, 2018",8:00 pm,Denver Nuggets,134,Milwaukee Bucks,123,Box Score,,15486.0,
"Thu, Feb 15, 2018",9:00 pm,Los Angeles Lakers,111,Minnesota Timberwolves,119,Box Score,,17534.0,
"Thu, Feb 22, 2018",8:00 pm,Philadelphia 76ers,116,Chicago Bulls,115,Box Score,,21312.0,
"Thu, Feb 22, 2018",7:00 pm,Brooklyn Nets,96,Charlotte Hornets,111,Box Score,,14112.0,
"Thu, Feb 22, 2018",8:00 pm,Washington Wizards,110,Cleveland Cavaliers,103,Box Score,,20562.0,
"Thu, Feb 22, 2018",10:30 pm,Los Angeles Clippers,127,Golden State Warriors,134,Box Score,,19596.0,
"Thu, Feb 22, 2018",7:00 pm,New York Knicks,120,Orlando Magic,113,Box Score,,18846.0,
"Thu, Feb 22, 2018",10:00 pm,Oklahoma City Thunder,110,Sacramento Kings,107,Box Score,,,
"Fri, Feb 23, 2018",9:00 pm,San Antonio Spurs,119,Denver Nuggets,122,Box Score,,20027.0,
"Fri, Feb 23, 2018",7:00 pm,Boston Celtics,110,Detroit Pistons,98,Box Score,,20491.0,
"Fri, Feb 23, 2018",8:00 pm,Minnesota Timberwolves,102,Houston Rockets,120,Box Score,,18055.0,
"Fri, Feb 23, 2018",7:00 pm,Atlanta Hawks,93,Indiana Pacers,116,Box Score,,17923.0,
"Fri, Feb 23, 2018",10:30 pm,Dallas Mavericks,102,Los Angeles Lakers,124,Box Score,,18997.0,
"Fri, Feb 23, 2018",8:00 pm,Cleveland Cavaliers,112,Memphis Grizzlies,89,Box Score,,18119.0,
"Fri, Feb 23, 2018",8:00 pm,Miami Heat,123,New Orleans Pelicans,124,Box Score,OT,17751.0,
"Fri, Feb 23, 2018",9:00 pm,Los Angeles Clippers,128,Phoenix Suns,117,Box Score,,17126.0,
"Fri, Feb 23, 2018",7:30 pm,Milwaukee Bucks,122,Toronto Raptors,119,Box Score,OT,20047.0,
"Fri, Feb 23, 2018",9:00 pm,Portland Trail Blazers,100,Utah Jazz,81,Box Score,,18306.0,
"Fri, Feb 23, 2018",7:00 pm,Charlotte Hornets,122,Washington Wizards,105,Box Score,,17824.0,
"Sat, Feb 24, 2018",8:30 pm,Oklahoma City Thunder,80,Golden State Warriors,112,Box Score,,19596.0,
"Sat, Feb 24, 2018",7:30 pm,Memphis Grizzlies,89,Miami Heat,115,Box Score,,19600.0,
"Sat, Feb 24, 2018",9:00 pm,Chicago Bulls,104,Minnesota Timberwolves,122,Box Score,,18978.0,
"Sat, Feb 24, 2018",7:30 pm,Boston Celtics,121,New York Knicks,112,Box Score,,19812.0,
"Sat, Feb 24, 2018",5:00 pm,Orlando Magic,105,Philadelphia 76ers,116,Box Score,,20594.0,
"Sat, Feb 24, 2018",9:00 pm,Portland Trail Blazers,106,Phoenix Suns,104,Box Score,,17112.0,
"Sat, Feb 24, 2018",10:00 pm,Los Angeles Lakers,113,Sacramento Kings,108,Box Score,,17583.0,
"Sat, Feb 24, 2018",9:00 pm,Dallas Mavericks,90,Utah Jazz,97,Box Score,,18306.0,
"Sun, Feb 25, 2018",1:00 pm,Detroit Pistons,98,Charlotte Hornets,114,Box Score,,17894.0,
"Sun, Feb 25, 2018",3:30 pm,San Antonio Spurs,110,Cleveland Cavaliers,94,Box Score,,20562.0,
"Sun, Feb 25, 2018",8:00 pm,Houston Rockets,119,Denver Nuggets,114,Box Score,,20044.0,
"Sun, Feb 25, 2018",3:00 pm,New Orleans Pelicans,123,Milwaukee Bucks,121,Box Score,OT,18717.0,
"Sun, Feb 25, 2018",8:00 pm,Philadelphia 76ers,94,Washington Wizards,109,Box Score,,17180.0,
"Mon, Feb 26, 2018",7:30 pm,Los Angeles Lakers,123,Atlanta Hawks,104,Box Score,,16328.0,
"Mon, Feb 26, 2018",7:30 pm,Memphis Grizzlies,98,Boston Celtics,109,Box Score,,18624.0,
"Mon, Feb 26, 2018",7:30 pm,Chicago Bulls,87,Brooklyn Nets,104,Box Score,,15081.0,
"Mon, Feb 26, 2018",8:30 pm,Indiana Pacers,103,Dallas Mavericks,109,Box Score,,19536.0,
"Mon, Feb 26, 2018",8:00 pm,Phoenix Suns,116,New Orleans Pelicans,125,Box Score,,14302.0,
"Mon, Feb 26, 2018",7:30 pm,Golden State Warriors,125,New York Knicks,111,Box Score,,19812.0,
"Mon, Feb 26, 2018",8:00 pm,Orlando Magic,105,Oklahoma City Thunder,112,Box Score,,18203.0,
"Mon, Feb 26, 2018",10:00 pm,Minnesota Timberwolves,118,Sacramento Kings,100,Box Score,,17583.0,
"Mon, Feb 26, 2018",7:30 pm,Detroit Pistons,94,Toronto Raptors,123,Box Score,,19800.0,
"Mon, Feb 26, 2018",9:00 pm,Houston Rockets,96,Utah Jazz,85,Box Score,,18306.0,
"Tue, Feb 27, 2018",7:00 pm,Chicago Bulls,103,Charlotte Hornets,118,Box Score,,14521.0,
"Tue, Feb 27, 2018",7:00 pm,Brooklyn Nets,123,Cleveland Cavaliers,129,Box Score,,20562.0,
"Tue, Feb 27, 2018",10:30 pm,Los Angeles Clippers,122,Denver Nuggets,120,Box Score,,15004.0,
"Tue, Feb 27, 2018",7:30 pm,Philadelphia 76ers,101,Miami Heat,102,Box Score,,19600.0,
"Tue, Feb 27, 2018",8:00 pm,Washington Wizards,107,Milwaukee Bucks,104,Box Score,,16093.0,
"Tue, Feb 27, 2018",10:00 pm,Sacramento Kings,99,Portland Trail Blazers,116,Box Score,,19468.0,
"Wed, Feb 28, 2018",7:30 pm,Indiana Pacers,102,Atlanta Hawks,107,Box Score,,13316.0,
"Wed, Feb 28, 2018",7:30 pm,Charlotte Hornets,106,Boston Celtics,134,Box Score,,18624.0,
"Wed, Feb 28, 2018",8:30 pm,Oklahoma City Thunder,111,Dallas Mavericks,110,Box Score,OT,20202.0,
"Wed, Feb 28, 2018",7:00 pm,Milwaukee Bucks,87,Detroit Pistons,110,Box Score,,16146.0,
"Wed, Feb 28, 2018",10:30 pm,Houston Rockets,105,Los Angeles Clippers,92,Box Score,,19068.0,
"Wed, Feb 28, 2018",8:00 pm,Phoenix Suns,110,Memphis Grizzlies,102,Box Score,,13484.0,
"Wed, Feb 28, 2018",7:00 pm,Toronto Raptors,117,Orlando Magic,104,Box Score,,17328.0,
"Wed, Feb 28, 2018",8:30 pm,New Orleans Pelicans,121,San Antonio Spurs,116,Box Score,,18418.0,
"Wed, Feb 28, 2018",8:00 pm,Golden State Warriors,109,Washington Wizards,101,Box Score,,20356.0,
